OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Length,Shape_Area
"1671","1936",CA,USF,SRF,PEARCE,"00000000",1936/11/30 00:00:00,,"5",,,2014.45861816406,,"1","00400580",15262.933278697,8152224.85896946
"1672","1936",CA,CDF,HUU,A-LINE,"00000000",,,"14",,,17530.748046875,,"1","00000000",33975.3807744788,70944419.5842669
"1673","1936",CA,USF,KNF,RIVERVIEW,"00000000",1936/08/05 00:00:00,,"1",,,26.1066455841064,,"1","00000055",1324.29374132305,105649.843891048
"1674","1936",CA,USF,KNF,BADGER MTN,"00000000",1936/08/05 00:00:00,,"1",,,18.0251808166504,,"1","00000059",1346.73600242136,72945.3220781409
"1675","1936",CA,USF,KNF,BUTCHER GULCH,"00000000",1936/08/05 00:00:00,,"1",,,43.9908294677734,,"1","00000062",1585.53464492769,178024.569584527
"1676","1936",CA,USF,KNF,ASH CREEK,"00000000",1936/08/05 00:00:00,,"1",,,521.491882324219,,"1","00000063",5647.23647023629,2110402.69545109
"1677","1936",CA,USF,KNF,SKUNK GULCH,"00000000",1936/08/05 00:00:00,,"1",,,27.1447830200195,,"1","00000067",1347.27225767326,109851.037174318
"1678","1936",CA,USF,KNF,CARTER CREEK,"00000000",1936/08/16 00:00:00,,"8",,,16.0218391418457,,"1","00000080",947.355784817131,64838.0799804432
"1679","1936",CA,USF,KNF,ROCKY GULCH #2,"00000000",1936/09/29 00:00:00,,"3",,,39.8878021240234,,"1","00000100",1547.92596806119,161420.209655135
"1680","1936",CA,USF,KNF,STANSHAW TRAIL,"00000000",1936/11/26 00:00:00,,"5",,,13.0226249694824,,"1","00000123",947.41286971317,52700.6933355146
"1681","1937",CA,CDF,RRU, ,"00000000",,,"14",,,138.81916809082,,"1","00000000",3787.9737860915,561781.23207749
"1682","1937",CA,CCO,LAC,VERDUGO WOODLNDS #90,"00000000",1937/12/21 00:00:00,,"14",,,338.534973144531,,"1","00000000",8200.57905443242,1370002.4563617
"1683","1937",CA,USF,SRF,N/A,"00000000",1937/10/01 00:00:00,,"1",,,54.7669525146484,,"1","00000232",1670.99922716437,221633.986612956
"1684","1937",CA,USF,SRF,DUNSING,"00000000",1937/07/10 00:00:00,,"2",,,8.96145820617676,,"1","00300129",675.935840987054,36265.7352769128
"1685","1937",CA,USF,SRF,MOSQUITO,"00000000",1937/07/15 00:00:00,,"5",,,4.87944746017456,,"1","00300130",498.77125758016,19746.4226710112
"1686","1937",CA,USF,KNF,SEIAD CREEK,"00000000",1937/07/10 00:00:00,,"9",,,15.6493320465088,,"1","00000016",1052.43085119539,63330.5991899604
"1687","1937",CA,USF,KNF,SMOKEY CREEK,"00000000",1937/08/24 00:00:00,,"2",,,45.0742111206055,,"1","00000066",1867.5050054786,182408.860548983
"1688","1938",CA,USF,BDF, ,"00000000",,,"14",,,82.208984375,,"1","00000000",3003.24590050888,332687.969127428
"1689","1938",CA,CDF,RRU, ,"00000000",,,"14",,,464.435424804688,,"1","00000000",5860.72584839351,1879503.42468281
"1690","1916",CA,USF,ENF, ,"00000000",,,"9",,,4.97402143478394,,"1",0000G228,546.732868159688,20129.1503318961
"1691","1916",CA,USF,ENF,GOLD CHANNEL,"00000000",1916/08/08 00:00:00,,"14",,,52.3661041259766,,"1",0000G233,1790.68029415603,211918.10807116
"1692","1916",CA,USF,ENF,BACCHI FIRE,"00000000",1916/07/26 00:00:00,,"9",,,122.948776245117,,"1",0000G251,2736.24675138267,497556.045147666
"1693","1916",CA,USF,ENF, ,"00000000",,,"14",,,11.0603723526001,,"1",0000G161,857.262197720474,44759.7400865431
"1694","1916",CA,USF,ENF, ,"00000000",,,"14",,,27.4924163818359,,"1",0000G221,1293.20266025072,111257.858388462
"1695","1916",CA,USF,ENF,NORTH BEAR CK #2,"00000000",1916/10/30 00:00:00,,"14",,,8.29611492156982,,"1",0000G314,660.565447661158,33573.1869442716
"1696","1916",CA,USF,ENF, ,"00000000",,,"9",,,21.2124538421631,,"1",0000G229,1106.21518493941,85843.7582572979
"1697","1916",CA,USF,ENF, ,"00000000",,,"14",,,8.79816246032715,,"1",0000G315,680.257317087493,35604.901509734
"1698","1916",CA,USF,ENF, ,"00000000",,,"9",,,29.4589443206787,,"1",0000G232,1397.03515697381,119216.120929567
"1699","1916",CA,USF,ENF,BEAR CK,"00000000",1916/09/10 00:00:00,,"9",,,23.5967826843262,,"1",0000G263,1278.55499489183,95492.7944247532
"1700","1916",CA,USF,ENF, ,"00000000",,,"9",,,1860.48095703125,,"1",0000G264,12600.9624588014,7529099.31069909
"1701","1916",CA,USF,ENF, ,"00000000",,,"9",,,11.9057579040527,,"1",0000G245,905.736217740668,48180.8934843316
"1702","1916",CA,USF,ENF, ,"00000000",,,"14",,,13.4057807922363,,"1",0000G243,839.699077183664,54251.2700858972
"1703","1930",CA,USF,SRF,DOUBLE GATE #3,"00000000",1930/10/09 00:00:00,,"5",,,12.9452896118164,,"1","00400665",812.403882486645,52387.7277442841
"1704","1930",CA,USF,SRF,ROUND MT.,"00000000",1930/11/04 00:00:00,,"5",,,104.557342529297,,"1","00400666",2308.83748046038,423128.56519996
"1705","1930",CA,USF,SRF,CONANT #2,"00000000",1930/11/04 00:00:00,,"5",,,23.8983840942383,,"1","00400667",1103.82533956895,96713.3293911174
"1706","1930",CA,USF,SRF,CONANT #1,"00000000",1930/11/04 00:00:00,,"5",,,2.98739624023438,,"1","00400668",390.267653788618,12089.5636811968
"1707","1930",CA,USF,SRF,HAYDON,"00000000",1930/11/07 00:00:00,,"9",,,5.97497415542603,,"1","00400669",551.930172435047,24179.8629888796
"1708","1930",CA,USF,SRF,BIG CREEK,"00000000",1930/08/03 00:00:00,,"5",,,264.834716796875,,"1","00300006",5112.03928031415,1071748.08250177
"1709","1930",CA,USF,SRF,WEST CANADIAN CREEK,"00000000",1930/08/12 00:00:00,,"1",,,32.1944580078125,,"1","00300007",1519.19432281801,130286.345356123
"1710","1941",CA,USF,BDF, ,"00000000",,,"14",,,2178.37036132812,,"1","00000000",13579.907759064,8815552.05733721
"1711","1941",CA,CDF,TGU,HUNTER,"00000000",1941/09/05 00:00:00,,"14",,,173.279083251953,,"1","00000155",3643.02283832608,701235.548806213
"1712","1941",CA,CDF,TGU,ELLENWOOD & RAMSAY,"00000000",1941/06/09 00:00:00,,"14",,,225.430267333984,,"1","00000027",7652.88373606042,912283.902720555
"1713","1941",CA,CDF,TGU,SPENCER,"00000000",1941/09/08 00:00:00,,"14",,,204.876800537109,,"1","00000162",3990.43173308658,829106.989936679
"1714","1941",CA,CDF,TGU,BAYLESS,"00000000",1941/10/05 00:00:00,,"14",,,164.943252563477,,"1","00000192",3005.99387261362,667501.686551219
"1715","1941",CA,CDF,TGU,MONTGOMERY,"00000000",1941/08/08 00:00:00,,"14",,,209.800582885742,,"1","00000092",4080.05661129728,849032.858326396
"1716","1941",CA,CDF,TGU,SUPAN,"00000000",1941/06/08 00:00:00,,"14",,,4950.85791015625,,"1","00000057",29899.152206589,20035410.8647808
"1717","1941",CA,USF,PNF, ,"00000000",,,"14",,,288.833099365234,,"1","00000001",4626.7607362892,1168866.03849772
"1718","1941",CA,USF,PNF, ,"00000000",,,"14",,,275.524810791016,,"1","00000002",4290.73400213864,1115009.36354272
"1719","1918",CA,USF,TNF, ,"00000000",,,"14", ,,496.168273925781,,"1","00000010",6039.19374290334,2007921.81651669
"1720","1918",CA,USF,TNF, ,"00000000",,,"14", ,,303.359771728516,,"1","00000013",5055.82435303538,1227653.46173316
"1721","1918",CA,USF,TNF, ,"00000000",,,"9", ,,178.14192199707,,"1","00000014",3584.58325366724,720914.787869722
"1722","1945",CA,CDF,SHU,CLEAR CREEK,"00000000",,,"14",,,411.204986572266,,"1","00000000",8097.70994839663,1664087.49191987
"1723","1945",CA,USF,SHF, ,"00000000",,,"1",,,97.4608917236328,,"1","00000637",2649.42452861533,394410.250060003
"1724","1945",CA,USF,SHF, ,"00000000",,,"9",,,108.58211517334,,"1","00000510",2733.1700604774,439416.24145126
"1725","1945",CA,USF,SHF, ,"00000000",,,"9",,,416.255035400391,,"1","00000503",11538.9319071836,1684524.3453642
"1726","1945",CA,USF,SHF, ,"00000000",,,"9",,,97.4673461914062,,"1","00000106",2634.79416591043,394436.341037753
"1727","1945",CA,CDF,MEU,AMES RANCH,"00000000",1945/09/27 00:00:00,,"14",,,2151.32275390625,,"1","00000170",15929.5627129689,8706094.65949231
"1728","1945",CA,CDF,MEU,YORKVILLE,"00000000",1945/09/08 00:00:00,,"14",,,3873.994140625,,"1","00000110",19803.3130417301,15677497.7055932
"1729","1917",CA,USF,TNF, ,"00000000",,,"14", ,,407.071350097656,,"1","00000006",5705.15908595807,1647359.32378458
"1730","1917",CA,USF,TNF, ,"00000000",,,"14", ,,142.532928466797,,"1","00000007",3196.03158858881,576810.327678796
"1731","1925",CA,USF,SQF, ,"00000000",,,"1",,,8.02971076965332,,"1","00000015",690.223831215597,32495.0871367637
"1732","1925",CA,USF,SQF, ,"00000000",,,"1",,,627.498840332031,,"1","00000112",7675.5566132911,2539397.67833835
"1733","1925",CA,USF,SQF, ,"00000000",,,"1",,,8.00119113922119,,"1","00000104",738.812408768619,32379.6727179909
"1734","1925",CA,USF,SQF, ,"00000000",,,"1",,,75.9471206665039,,"1","00000022",2374.39679123551,307347.092011023
"1735","1925",CA,USF,SQF, ,"00000000",,,"9",,,333.528869628906,,"1","00000156",5550.53020447989,1349743.44489341
"1736","1926",CA,USF,SNF, ,"00000000",,,"14",,,2601.8515625,,"1","00000001",19277.0634404875,10529320.0826241
"1737","1926",CA,USF,SQF, ,"00000000",,,"1",,,10.7174091339111,,"1","00000085",766.854251505942,43371.8179051272
"1738","1926",CA,USF,SQF, ,"00000000",,,"9",,,202.989212036133,,"1","00000118",4398.93534768598,821468.223625583
"1739","1926",CA,USF,SQF, ,"00000000",,,"1",,,14969.265625,,"1","00000070",44348.6089443258,60578469.2774518
"1740","1926",CA,USF,SQF, ,"00000000",,,"9",,,555.869140625,,"1","00000106",6430.25847723396,2249522.68093244
"1741","1926",CA,USF,SQF, ,"00000000",,,"1",,,1363.45825195312,,"1","00000006",9321.34996126597,5517719.60373206
"1742","1935",CA,USF,CNF, ,"00000000",,,"9",,,201.716079711914,,"1","00000039",5014.92246049551,816316.03173417
"1743","1935",CA,USF,CNF, ,"00000000",,,"9",,,39.7701301574707,,"1","00000038",2412.36435056137,160944.006574641
"1744","1958",CA,CDF,MVU,HAUSER #1,"00000000",1958/09/25 00:00:00,,"14",,,634.04150390625,,"1","00000243",8146.97625257651,2565874.95031311
"1745","1958",CA,CDF,MVU,PEARSON PEAK #2,"00000000",1958/10/02 00:00:00,,"14",,,4173.93994140625,,"1","00000262",32191.9742107705,16891334.6886817
"1746","1958",CA,CDF,MVU,SAWDAY,"00000000",1958/09/15 00:00:00,,"14",,,443.658264160156,,"1","00000300",5925.99964937211,1795421.25068818
"1747","1958",CA,CDF,MVU,VALLEY VIEW #2,"00000000",1958/08/09 00:00:00,,"14",,,1205.69067382812,,"1","00000180",9863.20513865779,4879256.90671993
"1748","1958",CA,CDF,MVU,SAN MIGUEL,"00000000",1958/07/29 00:00:00,,"14",,,975.198974609375,,"1","00000162",12089.1438392489,3946490.12301985
"1749","1958",CA,CDF,RRU,SOUTHERN PACIFIC #1,"00000000",1958/09/26 00:00:00,,"14",,,814.663208007812,,"1","00000156",8753.10992625057,3296825.00881635
"1750","1958",CA,CDF,RRU, ,"00000000",,,"14",,,955.641235351562,,"1","00000000",7914.77574429047,3867342.75751644
"1751","1958",CA,CDF,RRU,DOUBLE BUTTE,"00000000",1958/07/12 00:00:00,,"14",,,506.4033203125,,"1","00000092",7136.28562683474,2049341.49142352
"1752","1958",CA,CDF,RRU,MASSACRE,"00000000",1958/08/19 00:00:00,,"14",,,689.452514648438,,"1","00000133",10322.9428269052,2790115.37810434
"1753","1958",CA,CDF,RRU,MOREY,"00000000",1958/09/14 00:00:00,,"14",,,2662.21362304688,,"1","00000159",27366.5645986877,10773596.3660614
"1754","1950",CA,CDF,MVU,CONEJOS,"00000000",1950/08/16 00:00:00,,"9",,,62848.7421875,,"1","00000564",134246.492183679,254339831.59721
"1755","1950",CA,USF,CNF, ,"00000000",,,"9",,,39.685848236084,,"1","00000002",2050.65784411571,160602.936562265
"1756","1960",CA,USF,TNF, ,"00000000",,,"1", ,,4502.1669921875,,"1","00000068",25931.3969159095,18219622.4312742
"1757","1960",CA,USF,TNF,YELLOW HOUND,"00000000",1960/08/07 00:00:00,1960/08/07 00:00:00,"3", ,24,19.8666458129883,,"1","00000051",1259.12755700845,80397.466598982
"1758","1967",CA,USF,TNF, ,"00000000",,,"5", ,,157.219512939453,,"1","00000135",4257.3890583964,636244.771756297
"1759","1973",NV,USF,TOI, ,"00000000",1973/07/26 00:00:00,,"1",,,92.278190612793,,"1","00000000",3045.47320186775,373436.579408337
"1760","1973",CA,USF,MDF,ADIN,"00000000",1973/08/30 00:00:00,1973/08/31 00:00:00,"2",,40,43.7645606994629,"8","1","00000128",2154.45276407315,177108.900031718
"1761","1973",CA,USF,MDF, ,"00000000",,,"1",,,22.5389099121094,,"1","00000157",1187.21406774611,91211.731936267
"1762","1973",CA,USF,MDF,9 MILE,"00000000",1973/08/19 00:00:00,1973/08/22 00:00:00,"2",,21820,18726.958984375,"8","1","00000122",71784.678345091,75785317.1492256
"1763","1949",CA,USF,SHF, ,"00000000",,,"9",,,198.309463500977,,"1","00000804",4424.25978390972,802529.92405712
"1764","1949",CA,USF,SHF, ,"00000000",,,"9",,,109.758888244629,,"1","00000805",2850.01185318222,444178.464266177
"1765","1949",CA,CDF,TGU,DEER CREEK,"00000000",1949/09/08 00:00:00,,"14",,,1276.08862304688,,"1","00000142",10732.1152736297,5164147.5673264
"1766","1949",CA,CDF,TGU,SUTFIN,"00000000",1949/07/11 00:00:00,,"14",,,280.664276123047,,"1","00000089",5152.01025687579,1135808.03032019
"1767","1949",CA,USF,CNF, ,"00000000",,,"14",,,1128.91613769531,,"1","00000146",9568.90582532984,4568561.59211966
"1768","1951",CA,USF,SRF,DENVER EVANS #2,"00000000",1951/08/21 00:00:00,,"1",,,8.96206855773926,,"1","00400399",675.958825861187,36268.2037801431
"1769","1951",CA,USF,SRF,HETTEN ROCK,"00000000",1951/08/21 00:00:00,,"1",,,4.68036603927612,,"1","00400400",488.490374835126,18940.7684550474
"1770","1951",CA,USF,SRF,COPCO,"00000000",1951/03/28 00:00:00,,"3",,,21.6601753234863,,"1","00000331",1189.16409522907,87655.6213450775
"1771","1951",CA,USF,SRF,FLINT VALLEY,"00000000",1951/09/17 00:00:00,,"1",,,325.695098876953,,"1","00200376",6089.5224561114,1318041.30333881
"1772","1952",CA,CDF,LNU,CLIFF MEAGHER,"00000000",1952/09/28 00:00:00,,"14",,,509.6318359375,,"1","00000120",5869.64119962699,2062406.92291049
"1773","1952",CA,CDF,HUU,COAST REDWOOD,"00000000",1952/08/04 00:00:00,,"14",,,2550.32592773438,,"1","00000035",26946.2919034598,10320802.7398792
"1774","1952",CA,CDF,SHU,COLEMAN FORBAY,"00000000",1952/08/17 00:00:00,,"14",,,537.987426757812,,"1","00000203",8205.33047944424,2177157.94694264
"1775","1952",CA,CDF,MEU,COUNTY DUMP #2,"00000000",1952/07/28 00:00:00,,"14",,,938.640258789062,,"1","00000090",8594.60631590328,3798542.25953445
"1776","1921",CA,USF,SNF, ,"00000000",,,"14",,,775.40966796875,,"1","00000003",7551.15303992877,3137971.61126917
"1777","1921",CA,USF,SNF, ,"00000000",,,"1",,,1258.02416992188,,"1","00000004",8693.29862149937,5091043.04405846
"1778","1921",CA,USF,SNF, ,"00000000",,,"14",,,408.397399902344,,"1","00000005",5408.9355652833,1652725.6955804
"1779","1953",CA,USF,SRF,BELL SWAMP,"00000000",1953/08/13 00:00:00,,"1",,,112.914443969727,,"1","00300231",2977.3220598346,456948.546076639
"1780","1953",CA,USF,SRF,LONE PINE,"00000000",1953/08/13 00:00:00,,"1",,,12.6301326751709,,"1","00300232",891.467430109689,51112.3336653923
"1781","1949",CA,USF,MDF,SHEEPY PEAK,"00000000",1949/07/09 00:00:00,,"9",,,1191.4580078125,,"1","00000029",13271.0603197417,4821659.34482757
"1782","1949",CA,USF,MDF,LONG BELL,"00000000",1949/04/14 00:00:00,,"9",,,335.812866210938,,"1","00000004",4909.86160204935,1358986.44837111
"1783","1949",CA,USF,MDF,CINDERPITSPU,"00000000",1949/09/22 00:00:00,,"9",,,6.95306539535522,,"1","00000149",757.784538446655,28138.0581718935
"1784","1949",CA,USF,SRF,STRING OF EIGHT,"00000000",1949/08/19 00:00:00,,"5",,,3.9828314781189,,"1","00200351",450.622077648131,16117.9471734454
"1785","2006",NV,BLM,NOD,DUCK,"00002406",2006/06/26 00:00:00,2006/06/27 00:00:00,"1", ,1300,1304.423828125,"1","1","00000000",19674.5903825186,5278816.1625178
"1786","2006",CA,BLM,BBD,"49","00002523",2006/07/28 00:00:00,2006/07/28 00:00:00,"5", ,110,168.780532836914,"6","1","00000000",3997.28381316665,683030.583759817
"1787","1937",CA,USF,KNF, ,"00000000",,,"9",,,8.68521976470947,,"1","00000066",959.649383667412,35147.8383487883
"1788","1937",CA,USF,MNF,HIGH VALLEY,"00000000",,,"9",,,2796.17724609375,,"1","00000042",14666.8571010225,11315727.7426721
"1789","1937",CA,USF,SQF, ,"00000000",,,"9",,,10.3179559707642,,"1","00000001",764.764756601066,41755.2848588883
"1790","1937",CA,USF,SQF, ,"00000000",,,"9",,,17.8608627319336,,"1","00000011",1204.16306816799,72280.3472894765
"1791","1937",CA,USF,CNF, ,"00000000",,,"14",,,87.2611389160156,,"1","00000044",2408.99903016984,353133.294656883
"1792","1937",CA,USF,CNF, ,"00000000",,,"14",,,118.758506774902,,"1","00000045",2607.88924101365,480598.62324784
"1793","1937",CA,USF,CNF, ,"00000000",,,"14",,,4916.21435546875,,"1","00000005",24191.124631959,19895213.8753219
"1794","1937",CA,USF,MDF, ,"00000000",,,"9",,,365.122100830078,,"1","00000058",5914.0483453269,1477596.74059665
"1795","1937",CA,USF,MDF,SHAW BOX,"00000000",1937/05/30 00:00:00,,"9",,,40.6135063171387,,"1","00000001",2983.40946575276,164357.024851071
"1796","1937",CA,USF,MDF,MAMMOTH#2,"00000000",1937/08/12 00:00:00,,"9",,,45.0539321899414,,"1","00000053",2548.8112408329,182326.801407391
"1797","1937",CA,USF,SRF,N/A,"00000000",1937/08/08 00:00:00,,"1",,,4.97844219207764,,"1","00000223",503.807073190469,20147.040813913
"1798","1937",CA,USF,SRF,N/A,"00000000",1937/08/15 00:00:00,,"1",,,4.9783763885498,,"1","00000224",503.80357433331,20146.7746184771
"1799","1938",CA,USF,SQF, ,"00000000",,,"9",,,108.883682250977,,"1","00000086",2831.12633076097,440636.627846831
"1800","1938",CA,CDF,TUU,UNKNOWN,"00000000",,,"14",,266.47,266.476959228516,,"1","00000024",5462.3540088175,1078394.01437246
"1801","1929",CA,USF,PNF, ,"00000000",,,"14",,,6484.07421875,,"1","00000006",29093.9886805043,26240116.8137778
"1802","1929",CA,USF,PNF, ,"00000000",,,"14",,,3301.14477539062,,"1","00000005",20194.3181331379,13359259.1502037
"1803","1929",CA,USF,PNF, ,"00000000",,,"14",,,301.433532714844,,"1","00000007",6790.00700664961,1219858.21692548
"1804","1929",CA,USF,PNF, ,"00000000",,,"14",,,1347.60021972656,,"1","00000008",12493.8655190159,5453544.74606086
"1805","1929",CA,USF,PNF, ,"00000000",,,"14",,,4844.52001953125,,"1","00000009",27349.6100871327,19605076.7132474
"1806","1929",CA,USF,PNF, ,"00000000",,,"14",,,4064.9638671875,,"1","00000011",22350.5113168542,16450325.1329278
"1807","1929",CA,USF,PNF, ,"00000000",,,"14", ,,524.260192871094,,"1","00000014",6892.00548670825,2121605.73437663
"1808","1929",CA,USF,PNF, ,"00000000",,,"14",,,308.084777832031,,"1","00000013",4680.25064891411,1246774.91902773
"1809","1929",CA,USF,SNF, ,"00000000",,,"14",,,3422.5751953125,,"1","00000001",17012.7392576647,13850670.534523
"1810","1929",CA,USF,SNF, ,"00000000",,,"14",,,26.6160144805908,,"1","00000003",1264.21943307877,107711.187220748
"1811","1929",CA,USF,SNF, ,"00000000",,,"14",,,133.155578613281,,"1","00000004",3157.90149633999,538861.529595927
"1812","1929",CA,USF,KNF, ,"00000000",,,"14",,,1073.47302246094,,"1","00000183",8098.58377281589,4344191.12170564
"1813","1929",CA,USF,KNF, ,"00000000",,,"14",,,1262.09497070312,,"1","00000147",9850.90993801308,5107516.95927751
"1814","1929",CA,USF,KNF, ,"00000000",,,"14",,,185.785751342773,,"1","00000228",3604.0598697578,751848.272809969
"1815","1929",CA,USF,LNF, ,"00000000",,,"1",,,200.069885253906,,"1","00000001",3883.90321027046,809654.113111671
"1816","1929",CA,USF,LNF, ,"00000000",,,"9",,,111.319412231445,,"1","00000057",2913.05006238461,450493.692031557
"1817","1929",CA,USF,LNF, ,"00000000",,,"9",,,140.99853515625,,"1","00000020",3480.87984951217,570600.817605062
"1818","1933",CA,CCO,LAC,MONTROSE/LA CRESC,"00000000",1933/11/21 00:00:00,,"14",,,5094.76513671875,,"1","00000000",29285.8510461446,20617782.6187539
"1819","1933",CA,CCO,LAC, ,"00000000",,,"14",,,137.757934570312,,"1","00000000",3087.16227990825,557486.552379967
"1820","1933",CA,CCO,VNC,RED MOUNTAIN,"00000000",1933/06/01 00:00:00,,"14",,,67.5045623779297,,"1","00000000",2181.50678972795,273181.275775987
"1821","1938",CA,CDF,RRU, ,"00000000",,,"14",,,657.315185546875,,"1","00000000",9107.92860089861,2660060.29470712
"1822","1924",CA,USF,LPF, ,"00000000",,,"9",,,758.684204101562,,"1","00000008",8662.88074031742,3070286.15699784
"1823","1924",CA,USF,LPF, ,"00000000",,,"9",,,54480.13671875,,"1","00000021",69735.6624690727,220473290.309377
"1824","1924",CA,USF,LPF, ,"00000000",,,"9",,,327.904083251953,,"1","00000019",4451.80324621341,1326980.69723893
"1825","1924",CA,USF,CNF, ,"00000000",,,"9",,,3408.20581054688,,"1","00000034",17698.7449694637,13792519.4863294
"1826","1924",CA,USF,CNF, ,"00000000",,,"9",,,5166.42529296875,,"1","00000032",25673.6306038023,20907780.657942
"1827","1929",CA,USF,BDF, ,"00000000",,,"14",,,2573.70556640625,,"1","00000000",13784.2922948127,10415416.5551167
"1828","1929",CA,USF,BDF, ,"00000000",,,"14",,,3607.47143554688,,"1","00000000",18187.3664851155,14598918.5922265
"1829","1929",CA,USF,BDF, ,"00000000",,,"14",,,631.478881835938,,"1","00000000",9250.92956581675,2555504.46066347
"1830","1929",CA,USF,BDF, ,"00000000",,,"14",,,279.285034179688,,"1","00000000",4211.70276288217,1130226.38176577
"1831","1929",CA,USF,BDF, ,"00000000",,,"14",,,212.250793457031,,"1","00000000",4175.78159562008,858948.515158726
"1832","1929",CA,USF,BDF, ,"00000000",,,"14",,,4956.4423828125,,"1","00000000",23345.7227855576,20058010.3642895
"1833","1929",CA,USF,BDF, ,"00000000",,,"14",,,144.764541625977,,"1","00000000",3145.08944927645,585841.309122462
"1834","1929",CA,USF,ENF, ,"00000000",,,"9",,,18.2822265625,,"1",000077G2,1060.11209280601,73985.5438615414
"1835","1929",CA,USF,ENF, ,"00000000",,,"9",,,98.1691360473633,,"1",000049G1,2562.23567332282,397276.405959641
"1836","1929",CA,USF,ENF, ,"00000000",,,"1",,,805.672607421875,,"1",000073G2,10289.8758894359,3260441.4238949
"1837","1929",CA,USF,ENF, ,"00000000",,,"9",,,70.4528884887695,,"1",000034G7,2437.16143397644,285112.725610878
"1838","1929",CA,USF,ENF,HAZEL VALLEY,"00000000",1929/02/27 00:00:00,,"14",,,13.1610584259033,,"1",00002G21,831.587555483656,53260.9126926478
"1839","1929",CA,USF,ENF, ,"00000000",,,"9",,,135.508514404297,,"1",000058G2,2775.23429269453,548383.500651598
"1840","1929",CA,USF,ENF,CLEASE,"00000000",1929/10/24 00:00:00,,"1",,,118.735176086426,,"1",000076P1,2498.50982304322,480504.201897355
"1841","1929",CA,USF,ENF, ,"00000000",,,"9",,,330.2412109375,,"1",000037G9,5104.03326216239,1336438.77286777
"1842","1929",CA,USF,ENF, ,"00000000",,,"9",,,42.4869499206543,,"1",000061P8,1536.46314926392,171938.580014266
"1843","1929",CA,USF,ENF, ,"00000000",,,"9",,,230.395309448242,,"1",000071P9,4161.46353350385,932376.74875881
"1844","1929",CA,USF,ENF,HAZEL VALLEY,"00000000",1929/02/27 00:00:00,,"9",,,246.527435302734,,"1",000078P1,6439.72364107172,997661.161912386
"1845","1929",CA,USF,ENF,HAPPY VALLEY,"00000000",1929/07/07 00:00:00,,"9",,,19.2290592193604,,"1",000016C6,1069.00324557008,77817.2397134119
"1846","1936",CA,USF,SRF,RED CAP,"00000000",1936/09/26 00:00:00,,"5",,,4.48090934753418,,"1","00200307",477.968651283227,18133.5970995325
"1847","1936",CA,USF,SRF,COOPER RANCH,"00000000",1936/09/26 00:00:00,,"5",,,89.6121292114258,,"1","00300117",2137.4678701914,362647.424823231
"1848","1936",CA,USF,SRF,GREEN,"00000000",1936/11/06 00:00:00,,"5",,,4.4808349609375,,"1","00300121",477.964465763725,18133.295190676
"1849","1936",CA,USF,SRF,TISH TANG,"00000000",1936/11/11 00:00:00,,"5",,,2.9873104095459,,"1","00300123",390.262122699368,12089.2163493503
"1850","1936",CA,USF,SRF,MADRONE,"00000000",1936/11/15 00:00:00,,"5",,,11.9490299224854,,"1","00300126",780.517245831327,48356.0083799677
"1851","1936",CA,USF,SRF,INDIAN FIELD,"00000000",1936/11/17 00:00:00,,"5",,,23.8970775604248,,"1","00300127",1103.79532333741,96708.0387380059
"1852","1936",CA,USF,SRF,GUNDLACH,"00000000",1936/07/24 00:00:00,,"3",,,4.38148736953735,,"1","00400567",472.636093054313,17731.2510620009
"1853","1936",CA,USF,SRF,ROUGH GULCH,"00000000",1936/09/17 00:00:00,,"4",,,2.09102416038513,,"1","00400569",326.509412746989,8462.07427856959
"1854","1936",CA,USF,SRF,LUNDERVILLE,"00000000",1936/09/19 00:00:00,,"9",,,47.9971084594727,,"1","00400570",1564.31294282884,194237.404698388
"1855","1936",CA,USF,SRF,HAYMAN RIDGE,"00000000",1936/09/24 00:00:00,,"5",,,7.96631336212158,,"1","00400571",637.301313848696,32238.5261958842
"1856","1936",CA,USF,SRF,PILOT,"00000000",1936/11/27 00:00:00,,"5",,,2.48944067955017,,"1","00400577",356.259948481921,10074.408689639
"1857","1936",CA,USF,SRF,DEER,"00000000",1936/11/28 00:00:00,,"5",,,9.45972919464111,,"1","00400579",694.473100056513,38282.1648835898
"1858","1936",CA,USF,SRF,HOOPA,"00000000",1936/09/26 00:00:00,,"5",,,3142.1015625,,"1","00300118",15348.9179107469,12715633.7304776
"1859","1936",CA,USF,SRF,HORSE LINTO,"00000000",1936/11/10 00:00:00,,"5",,,64.5741271972656,,"1","00300122",2221.5038039337,261322.22456041
"1860","1945",CA,CDF,TGU,MCKENZIE,"00000000",1945/10/04 00:00:00,,"14",,,426.970947265625,,"1","00000232",7739.39203122354,1727890.13549235
"1861","1945",CA,CDF,RRU, ,"00000000",,,"14",,,154.814453125,,"1","00000000",3871.90930767259,626511.891900343
"1862","1911",CA,USF,SNF, ,"00000000",,,"14",,,39.4244232177734,,"1","00000021",1580.40666386291,159544.97295228
"1863","1911",CA,USF,SNF, ,"00000000",,,"14",,,43.3254470825195,,"1","00000022",1656.42603813975,175331.866242239
