OBJECTID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,UNIT_ID,START_DATE,END_DATE,AGENCY,TREATED_AC,GIS_ACRES,STATE,YEAR_,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,Shape_Length,Shape_Area
"71","6267666",BARTON 71 FINISH SMALL D,"17",BDF,,"20060915",USF,50.0764183877956,50.076416015625,CA,"2006",,,,4535.61573888885,202652.058334715
"72","6267670",BARTON 74 THIN,"17",BDF,,"20060915",USF,104.550033261112,104.55103302002,CA,"2006",,,,9410.12598949955,423103.031591124
"73","6267679",BBSFB 4 AND 5 BIG TREE REMOVAL,"2",BDF,,"20060915",USF,21.4605262323766,21.4601135253906,CA,"2006",,,,2187.37433874654,86846.0011025476
"74","6267681",BBSFB 4 AND 5 SMALL D THIN,"17",BDF,,"20060918",USF,21.4605262323766,21.4601135253906,CA,"2006",,,,2187.37433874654,86846.0011025476
"75","6267687",HWY38 NRCS ACOSTA,"2",BDF,,"20060801",USF,230.839805182641,230.839157104492,CA,"2006",,,,61943.585664112,934172.929410543
"76","0000000006267893",243 SPRINGS BIG TREE REMOVAL,"2",BDF,,"20060901",USF,18.1315848994727,18.1317024230957,CA,"2006",,,,1132.72257559808,73376.3966684466
"77","0000000006267894",243 B SPRINGS CUT AND STACK,"9",BDF,,"20060901",USF,18.1315848994727,18.1317024230957,CA,"2006",,,,1132.72257559808,73376.3966684466
"78","0000000006267895",243 B SPRINGS CHIP,"5",BDF,,"20060903",USF,18.1315848994727,18.1317024230957,CA,"2006",,,,1132.72257559808,73376.3966684466
"79","6267900",ID WEST 18 BIG TREES,"2",BDF,,"20060901",USF,36.2127847351106,36.2127075195312,CA,"2006",,,,3004.80606746288,146547.622169257
"80","6267901",ID WEST 18 SMALL D THIN,"17",BDF,,"20060901",USF,36.2127847351106,36.2127075195312,CA,"2006",,,,3004.80606746288,146547.622169257
"81","6267902",ID WEST 18 CHIP THE SMALL D,"5",BDF,,"20060901",USF,36.2127847351106,36.2127075195312,CA,"2006",,,,3004.80606746288,146547.622169257
"82","6267903",ID WEST 18 MASTICATE,"15",BDF,,"20060901",USF,36.2127847351106,36.2127075195312,CA,"2006",,,,3004.80606746288,146547.622169257
"83","6267904",ID WEST 11 CUT AND STACK,"9",BDF,,"20060901",USF,209.372134778615,209.371719360352,CA,"2006",,,,6164.58156614226,847297.304773036
"84","0000000006267909",06 GREENSPRINGS PCT,"2",MDF,,"20060922",USF,1930.66218883912,1930.66662597656,CA,"2006",,,,93536.422383459,7813130.62961146
"85","0000000006267915",06 BLUEBIRD PCT,"2",MDF,,"20060922",USF,484.253382730421,484.253753662109,CA,"2006",,,,13835.5358688533,1959705.44360783
"86","6267916",ID WEST 17 BIG TREES,"2",BDF,,"20060901",USF,154.337226633085,154.3369140625,CA,"2006",,,,3757.04646643009,624579.311785896
"87","6267917",ID WEST 17 THINN AND STACK,"9",BDF,,"20060901",USF,154.337226633085,154.3369140625,CA,"2006",,,,3757.04646643009,624579.311785896
"88","6267918",ID WEST 17 CHIP,"5",BDF,,"20060901",USF,154.337226633085,154.3369140625,CA,"2006",,,,3757.04646643009,624579.311785896
"89","0000000006267930",243 SOUTH BIG TREES,"2",BDF,,"20060901",USF,230.638380589455,230.637802124023,CA,"2006",,,,7278.49879071296,933358.043931777
"90","0000000006267932",243 SOUTH,"17",BDF,,"20060901",USF,230.638380589455,230.637802124023,CA,"2006",,,,7278.49879071296,933358.043931777
"91","0000000006267934",243 SOUTH CHIP,"5",BDF,,"20060901",USF,230.638380589455,230.637802124023,CA,"2006",,,,7278.49879071296,933358.043931777
"92","6268262",NLA BRADCO ROADSIDE CHIP,"5",BDF,,"20060901",USF,319.340646013907,319.342620849609,CA,"2006",,,,40620.8099619681,1292333.76201174
"93",00CNR-045-BTU.04,GREY LODGE SUMMER 02,"2",BTU,"20020912","20020912",CDF,18,17.7001495361328,CA,"2002","4","1","1",1783.4699278708,71629.9637733752
"94",00CNR-045-BTU.04,GREY LODGE SUMMER 02,"2",BTU,"20020912","20020912",CDF,24,24.8686237335205,CA,"2002","4","1","1",1252.14708511054,100639.749146839
"95",00CNR-045-BTU.04,GREY LODGE SUMMER 02,"2",BTU,"20020912","20020912",CDF,19,18.8531799316406,CA,"2002","4","1","1",1082.27315325348,76296.1155053403
"96",00CNR-045-BTU.04,GREY LODGE SUMMER 02,"2",BTU,"20020912","20020912",CDF,4,4.0964937210083,CA,"2002","4","1","1",597.213591151418,16577.9224342423
"97",00CNR-045-BTU.04,GREY LODGE SUMMER 02,"2",BTU,"20020912","20020912",CDF,43,42.7283744812012,CA,"2002","4","1","1",1739.2441783005,172915.599733639
"98",00CNR-045-BTU.04,GREY LODGE SUMMER 02,"2",BTU,"20020912","20020912",CDF,57,56.6014442443848,CA,"2002","4","1","1",2061.37483509799,229057.924889151
"99",00CNR-045-BTU.04,GREY LODGE SUMMER 02,"2",BTU,"20020912","20020912",CDF,73,73.3713760375977,CA,"2002","4","1","1",2307.64118306358,296923.422592897
"100","3279055",YUBA RIVER MASTICATION (06),"15",TNF,"20060000","20060929",USF,73.726853226187,73.7267913818359,CA,"2006",,,,6301.87943484337,298361.750275679
"101","0000000003279072",06 AL QLG ROBBERS DFPZ,"13",LNF,"20060000","20060823",USF,450.840071579125,450.840484619141,CA,"2006",,,,21716.9480647832,1824486.73650583
"102","0000000003279073",06 EL WHACK HANDTHIN,"12",LNF,"20060000","20060913",USF,230.871401816388,230.871505737305,CA,"2006",,,,5447.00043919873,934303.809337846
"103","3279178", ,"9",SHF,"20060000","20060825",USF,38.4843235062343,38.484375,CA,"2006",,,,5578.50311218692,155740.747601441
"104","3279180", ,"9",SHF,"20060000","20060820",USF,41.6035460783809,41.6028099060059,CA,"2006",,,,6618.56623317736,168360.59709077
"105","3279398",CARR JUNIPER,"2",MDF,"20060000","20060922",USF,795.111745582963,795.109436035156,CA,"2006",,,,28533.8572037077,3217693.69693298
"106","3279474",CASA GRAZING GRAZING,"8",INF,"20060000","20060924",USF,1968.03842149836,1968.03698730469,CA,"2006",,"2","1",14072.8828519256,7964363.36007489
"107","0000000003279619",06 LITTLE STONY TRACTOR PILE,"13",MNF,"20060000","20060901",USF,24.8950924376359,24.8947792053223,CA,"2006",,,,2253.25134503215,100745.600774439
"108","0000000003279620",06 CAMP ELLENDALE THIN,"17",MNF,"20060000","20060901",USF,128.230994851888,128.230697631836,CA,"2006",,,,11313.4211095144,518931.220565782
"109","0000000003279621",06 TYPE CONVERSION,"6",MNF,"20060000","20060901",USF,261.114778498484,261.114532470703,CA,"2006",,,,13449.4924663049,1056692.96158683
"110","0000000003279745",06 OWL II STUDY SM TREE THIN,"2",ENF,"20060000","20060904",USF,130.958727622528,130.958984375,CA,"2006",,,,6268.08913387119,529972.188210202
"111","0000000003279746",06 OWL II STUDY MAC PILE,"13",ENF,"20060000","20060907",USF,201.235305009911,201.234832763672,CA,"2006",,,,8733.23433449445,814368.496915113
"112","3279773",SOUTHRIDGE 1,"2",BDF,"20060000","20060902",USF,11.6794549095322,11.6801605224609,CA,"2006",,,,1624.61869244602,47267.9334735579
"113","0000000003279844",06 GRAVELEY PILE,"13",MNF,"20060000","20060715",USF,40.4758999313691,40.4765205383301,CA,"2006",,,,2349.73111312127,163802.670350064
"114","3279886",ENTERPRISE RANCHERIA THIN/HP,"17",PNF,"20060000","20060725",USF,41.8526486729616,41.8530311584473,CA,"2006",,,,2797.22850291146,169373.205760697
"115","3279887",FY06 FA THIN & HP,"17",PNF,"20060000","20060930",USF,28.7212055650528,28.721471786499,CA,"2006",,,,3235.16011652884,116231.66906
"116","3279888",BURN FA HANDPILE,"9",PNF,"20050000","20051105",USF,28.7212055650528,28.721471786499,CA,"2006",,,,3235.16011652884,116231.66906
"117","3279890",FY06 PILE BURN,"9",PNF,"20050000","20051130",USF,177.082318736847,177.082458496094,CA,"2006",,,,16028.8107017833,716627.311080081
"118","3279894",LOWER SLATE PILE BURN,"9",PNF,"20050000","20051130",USF,159.306254071458,159.30680847168,CA,"2006",,,,8843.65222409209,644691.784683372
"119","3279896",PILE BURN (FY06),"9",PNF,"20060000","20060930",USF,70.5738542380144,70.5745010375977,CA,"2006",,,,6032.3886194403,285604.874820696
"120","6265060",KINGSBURY HAND THIN UNIT 11,"17",TMU,,"20060606",USF,74.932884186776,74.9328918457031,CA,"2006",,,,2944.03652895671,303242.650087429
"121","6265061",KINGSBURY HAND THIN UNIT 12,"17",TMU,,"20060606",USF,26.8512741821088,26.8514862060547,CA,"2006",,,,2261.8207501135,108664.107969953
"122","6265207",BL MAST WUI06,"15",SNF,,"20060929",USF,1564.79171760297,1564.79431152344,CA,"2006",,,,87180.845534136,6332497.90712515
"123","0000000006265217", ,"4",SNF,,"20060930",USF,317.580374125441,317.580413818359,CA,"2006",,,,25467.6293082086,1285202.34543988
"124","6265220",BL HAZRED06,"9",SNF,,"20060901",USF,31.0895586092441,31.0894107818604,CA,"2006",,,,2761.56655049797,125814.384802956
"125","0000000006265342", ,"15",CNF,,"20060406",USF,130.880439084655,130.880065917969,CA,"2006",,,,8305.56242179046,529652.829184495
"126","6265433",YERBA BUENA HF,"2",ANF,"20060000","20060930",USF,155.461004577106,155.461502075195,CA,"2006",,,,6213.74240910178,629130.372638427
"127","6265435",LAKE HUGHES HF,"2",ANF,,"20060930",USF,70.4596597274953,70.4594421386719,CA,"2006",,,,2310.64255688649,285139.232588751
"128","6265511",FY06 SITE PREP SHRED,"15",STF,,"20051001",USF,137.765092173126,137.765274047852,CA,"2006",,,,5836.65877475079,557516.272085997
"129","6265520",FY06 THIN,"17",STF,,"20060930",USF,682.691867582747,682.693237304688,CA,"2006",,,,61204.0699583581,2762761.45721872
"130","6265523",FY06 PCT,"17",STF,,"20060515",USF,134.409368041659,134.409317016602,CA,"2006",,,,9613.0031771961,543935.233492892
"131","6265658",CLM HAZARD TREE SLASH CHIPPING,"5",TMU,,"20060414",USF,64.5744282776046,64.5737991333008,CA,"2006",,,,10160.0695181817,261320.905255619
"132","6265661",CAMP RICH HAZARD TREE CHIPPING,"5",TMU,,"20060425",USF,99.8844006786146,99.8841934204102,CA,"2006",,,,2949.33118548865,404216.977962403
"133","6265662",KINGSBURY HAND PILE UNIT 1,"9",TMU,,"20060606",USF,71.1692789923947,71.1695175170898,CA,"2006",,,,3133.02318379119,288012.804806469
"134","6265663",KINGSBURY HAND PILE UNIT 10,"9",TMU,,"20060606",USF,107.362062448252,107.362045288086,CA,"2006",,,,3125.86894200614,434478.794573552
"135","6265664",KINGSBURY HAND PILE UNIT 11,"9",TMU,,"20060606",USF,74.932884186776,74.9328918457031,CA,"2006",,,,2944.03652895671,303242.650087429
"136","6265665",KINGSBURY HAND PILE UNIT 12,"9",TMU,,"20060606",USF,26.8512741821088,26.8514862060547,CA,"2006",,,,2261.8207501135,108664.107969953
"137","6265666",KINGSBURY HAND PILE UNIT 2,"9",TMU,,"20060606",USF,90.071425929711,90.070686340332,CA,"2006",,,,3622.46947195048,364503.145698358
"138","6265668",KINGSBURY HAND PILE UNIT 4A,"9",TMU,,"20060606",USF,95.3010925905127,95.3014068603516,CA,"2006",,,,3906.95093371399,385671.123630818
"139","6265669",KINGSBURY HAND PILE UNIT 9,"9",TMU,,"20060606",USF,14.4253984312278,14.425422668457,CA,"2006",,,,1866.83601982113,58377.613193343
"140","6265677",QUAIL HAND PILE UNIT 13-1,"9",TMU,,"20060730",USF,185.09777059389,185.097946166992,CA,"2006",,,,6158.62263250538,749064.808091172
"141","6265678",QUAIL HAND PILE UNIT 13-2,"9",TMU,,"20060730",USF,119.764433531617,119.763916015625,CA,"2006",,,,3853.74723521511,484667.373150653
"142","6265679",QUAIL HAND PILE UNIT 13-3,"9",TMU,,"20060730",USF,115.15336813748,115.153511047363,CA,"2006",,,,4060.76591704529,466009.726519174
"144",RX NORTH 027 CZU,BDER VMP,"2",CZU,"20060501","20060630",CDF,23,23.033540725708,CA,"2006",,"2","2",4725.87196624066,93213.4311201895
"156","1995000000000002",SAUCES,"1",CNP,"19951114","19951121",NPS,1200,985.48388671875,CA,"1995","2",,,9602.41578857361,3988111.73792839
"162","1995000000000001",RANCH DUMP,"5",CNP,"19950602","19950603",NPS,0.1,0.80655962228775,CA,"1995","2",,,249.759222413551,3264.03108316721
"163","0000000003149276",THIN/HAND PILE FY06 - PRIVATE,"9",STF,"20060000","20060930",USF,14.9034070591507,14.9033155441284,CA,"2006",,,,3210.92799278598,60311.578578728
"164","0000000003165258",87 DOZER LINES HP (06),"9",SRF,"20060000","20060816",USF,40.2199274492624,40.2190208435059,CA,"2006",,,,13464.0230154314,162760.605417154
"165","0000000003204006",FELL/HAND PILE FY06,"9",STF,"20060000","20060930",USF,0.00125005215280863,0.00124907889403403,CA,"2006",,,,7.9857109287907,5.05484301022296
"166","0000000003204378",SAWMILL CREEK THINNING,"17",INF,"20060000","20060912",USF,30.791400932092,30.7929553985596,CA,"2006",,"3","2",3990.30118266924,124614.66987112
"167","0000000003230858",FOX FARM TIMBER SALE,"17",LNF,,"20051209",USF,662.797742199329,662.798767089844,CA,"2006",,,,31043.1412063729,2682251.42865559
"168","0000000003242427",COLESTINE MASTICATION FY 06,"15",KNF,"20060000","20060930",USF,81.3380860436743,81.3385162353516,CA,"2006",,,,3768.65063029688,329165.303963114
"169","3251812",DEFENSE_THREAT,"9",SQF,"20060000","20060701",USF,46.9655169803153,46.9654541015625,CA,"2006",,,,5048.60380740577,190062.452229507
"170","0000000003252117", ,"15",SNF,,"20051231",USF,126.534945473961,126.53547668457,CA,"2006",,,,15663.2695609958,512070.912699356
"171","0000000003252383",06 TIONESTA TWIN,"2",MDF,"20060000","20060206",USF,1505.45760070445,1505.4619140625,CA,"2006",,,,58726.6292971969,6092388.33624663
"172","0000000003252392",06 TIONESTA TWIN SHEARING,"17",MDF,"20060000","20060301",USF,308.110813013864,308.112335205078,CA,"2006",,,,11249.9110821334,1246886.4296723
"173","0000000003252407",07 TIONESTA TWIN THINNING,"2",MDF,"20060000","20060206",USF,999.225276251236,999.224060058594,CA,"2006",,,,31708.8741562415,4043716.23618173
"174","0000000003252429",08 TIONESTA TWIN,"2",MDF,"20060000","20060206",USF,450.619679793123,450.618133544922,CA,"2006",,,,10124.6932130911,1823586.86309557
"175","0000000003252431",06-SLRD ADMIN SITES HAND PILE,"9",LPF,"20060000","20060901",USF,34.9416544285754,34.9418487548828,CA,"2006",,,,1759.66508980787,141404.640308849
"176","3252506",THIN/BIOMASS FY06,"17",STF,"20060000","20060501",USF,1636.32686169904,1636.32543945312,CA,"2006",,,,70130.37228172,6621974.13939967
"177","3252513",SHREDDING FY06,"15",STF,"20060000","20060712",USF,898.395538755363,898.39404296875,CA,"2006",,,,32128.1947802312,3635671.81929355
"178","0000000003252532",06-MPRD ADMIN SITES HAND PILE,"9",LPF,"20060000","20060901",USF,100.072849945063,100.072616577148,CA,"2006",,,,4161.4443092146,404979.502103099
"179","0000000003252632",06-SBRD ADMIN SITES HAND PILE,"9",LPF,"20060000","20060901",USF,66.0707334887971,66.0696640014648,CA,"2006",,,,3686.57555246554,267374.435832701
"180","0000000003252651",06-ORD ADMIN SITES HAND PILE,"9",LPF,"20060000","20060901",USF,109.852791239144,109.851760864258,CA,"2006",,,,5087.17416496549,444554.307229496
"181","3253567",MAD RIDGE FB SECTIONS 1&3 THIN,"17",SRF,"20060000","20060802",USF,182.8014594719,182.800582885742,CA,"2006",,,,17901.8383070574,739767.739812018
"182","3253568",MAD RIDGE FB SECTIONS 1&3 HP,"9",SRF,"20060000","20060802",USF,182.8014594719,182.800582885742,CA,"2006",,,,17901.8383070574,739767.739812018
"183","0000000003253927", ,"15",SHF,"20060000","20060930",USF,114.139459302628,114.139251708984,CA,"2006",,,,14542.9036284076,461905.164310795
"184","3253968",THIN/HAND PILE FY06,"9",STF,"20060000","20060930",USF,50.5439304426084,50.544319152832,CA,"2006",,,,7387.51402571516,204545.596918417
"185","32553690",CHIP/HAND PILE BURN FY06,"5",STF,"20060000","20060930",USF,153.203884922847,153.205352783203,CA,"2006",,,,58217.7601920761,620000.051276318
"186","3255371",SHRED FY06 NON-WUI,"15",STF,"20060000","20060927",USF,181.980764698342,181.97998046875,CA,"2006",,,,15604.6240841142,736446.861522553
"187","3255440",THIN/ HAND PILE FY06,"9",STF,"20060000","20060726",USF,82.4610826124424,82.4612808227539,CA,"2006",,,,4934.6089682677,333708.964000205
"188","3255719",DEAD STEER MOW 06,"15",KNF,"20060000","20060524",USF,205.511813575868,205.510986328125,CA,"2006",,,,4474.53476444312,831673.456432205
"189","0000000003256314",06 GT MACHINE PILING WUI,"13",ENF,"20060000","20060303",USF,382.933512205575,382.933929443359,CA,"2006",,,,21394.3717069567,1549678.69139018
"190","0000000003256697", ,"13",SHF,"20060000","20060728",USF,152.975413699361,152.974639892578,CA,"2006",,,,26263.5036960819,619066.411099368
"191","3256917",ORLEANS CPP A HP (06),"9",SRF,"20060000","20060914",USF,81.2942695855923,81.296012878418,CA,"2006",,,,8044.82480283185,328993.298975287
"192","3257962",MAD SKUNK GRAPPLE PILE (06),"13",TNF,"20060000","20060912",USF,200.073186956012,200.074249267578,CA,"2006",,,,8579.08574773269,809671.755090935
"193","3258923",MAD RIDGE FB SECTION 2 MAST,"15",SRF,"20060000","20060629",USF,4.89495866059414,4.89548683166504,CA,"2006",,,,760.671376290117,19811.3332343147
"194","3259986",DEFENSE_THREAT,"17",SQF,,"20051101",USF,433.874104723796,433.874237060547,CA,"2006",,,,22551.1391666058,1755826.70484436
"195","3262131",FLETCHER HAND THIN & PILING,"9",TNF,"20060000","20060930",USF,5.39074804850562,5.39066982269287,CA,"2006",,,,885.511813696171,21815.2674580478
"196","3265357",MAD RIDGE FB SECTIONS 2&3 HP,"9",SRF,"20060000","20060811",USF,40.5959970004008,40.5967674255371,CA,"2006",,,,4630.82587522039,164289.285227478
"197","3265358",MAD RIDGE FB SECTIONS 2&3 THIN(06),"17",SRF,"20060000","20060811",USF,40.5959970004008,40.5967674255371,CA,"2006",,,,4630.82587522039,164289.285227478
"198","0000000003266233",06 HORSE MTN,"17",MNF,"20060000","20060920",USF,417.441265194198,417.442138671875,CA,"2006",,,,31451.3064930737,1689328.45223767
"199","3266508",MOON UNIT MASTICATION (06),"15",TNF,"20060000","20060928",USF,156.609495033684,156.609588623047,CA,"2006",,,,15237.8340680295,633776.537762396
"200","0000000003266571",06 AL QLG ROBBERS DFPZ HAND THIN,"17",LNF,"20060000","20060821",USF,377.755173522369,377.75439453125,CA,"2006",,,,19237.0298047866,1528717.74040995
"201","3269628",THIN/HAND PILE FY06,"9",STF,"20060000","20060930",USF,13.4234335423502,13.4232892990112,CA,"2006",,,,2333.28287555683,54322.1260324375
"202","3269673",SHRED FY06 WUI,"15",STF,"20060000","20060927",USF,101.071385975506,101.070770263672,CA,"2006",,,,9595.21407446366,409018.890667944
"203","3269696",THIN/HAND PILE FY06,"9",STF,"20060000","20060930",USF,2.2831387093646,2.28318762779236,CA,"2006",,,,604.451974855643,9239.73250798444
"204","3269699",THIN/HAND PILE FY06,"9",STF,"20060000","20060930",USF,15.4109073024952,15.410551071167,CA,"2006",,,,2811.92978000756,62364.2864076576
"205","3269709",THIN/HAND PILE FY06,"9",STF,"20060000","20060930",USF,3.61073553673632,3.61081957817078,CA,"2006",,,,661.1225306726,14612.4686652111
"206","3269870",TI BONE THINNING (06),"17",SRF,"20060000","20060329",USF,343.909510139905,343.909973144531,CA,"2006",,,,28185.4856118701,1391754.24250563
"207","3270531",SOS 06,"17",SNF,,"20061231",USF,973.221795688085,973.222595214844,CA,"2006",,,,28457.1585479467,3938492.07597485
"208","0000000003271435",06 PAC FIRE FOX BIOMASS,"2",ENF,"20060000","20060928",USF,904.308347909068,904.307861328125,CA,"2006",,,,62149.9187698732,3659604.08841719
